timestamp,event,retrain_time_seconds,trigger_reason
2009-07-08 00:00:00,retrain,0.08849191665649414,policy_trigger
2009-07-15 00:00:00,retrain,0.0936892032623291,policy_trigger
2009-07-22 00:00:00,retrain,0.10768890380859375,policy_trigger
2009-07-29 00:00:00,retrain,0.09930205345153809,policy_trigger
2009-08-05 00:00:00,retrain,0.10154962539672852,policy_trigger
2009-08-12 00:00:00,retrain,0.10406494140625,policy_trigger
2009-08-19 00:00:00,retrain,0.13580870628356934,policy_trigger
2009-08-26 00:00:00,retrain,0.13862228393554688,policy_trigger
2009-09-02 00:00:00,retrain,0.11937785148620605,policy_trigger
2009-09-09 00:00:00,retrain,0.10455536842346191,policy_trigger
2009-09-16 00:00:00,retrain,0.10389828681945801,policy_trigger
2009-09-23 00:00:00,retrain,0.10413765907287598,policy_trigger
2009-09-30 00:00:00,retrain,0.1045982837677002,policy_trigger
2009-10-07 00:00:00,retrain,0.10640478134155273,policy_trigger
2009-10-14 00:00:00,retrain,0.10447478294372559,policy_trigger
2009-10-21 00:00:00,retrain,0.10416102409362793,policy_trigger
2009-10-28 00:00:00,retrain,0.10657954216003418,policy_trigger
2009-11-04 00:00:00,retrain,0.1047365665435791,policy_trigger
2009-11-11 00:00:00,retrain,0.1160132884979248,policy_trigger
2009-11-18 00:00:00,retrain,0.10413169860839844,policy_trigger
2009-11-25 00:00:00,retrain,0.10566306114196777,policy_trigger
2009-12-02 00:00:00,retrain,0.10579562187194824,policy_trigger
2009-12-09 00:00:00,retrain,0.10671257972717285,policy_trigger
2009-12-16 00:00:00,retrain,0.10564351081848145,policy_trigger
2010-03-03 01:00:00,retrain,0.10769128799438477,policy_trigger
2010-03-10 01:00:00,retrain,0.10417819023132324,policy_trigger
2010-03-17 01:00:00,retrain,0.11020421981811523,policy_trigger
2010-03-24 01:00:00,retrain,0.11426234245300293,policy_trigger
2010-03-31 01:00:00,retrain,0.10968232154846191,policy_trigger
2010-04-07 01:00:00,retrain,0.10761356353759766,policy_trigger
2010-04-14 01:00:00,retrain,0.1062774658203125,policy_trigger
2010-04-21 01:00:00,retrain,0.10468482971191406,policy_trigger
2010-04-28 01:00:00,retrain,0.1105642318725586,policy_trigger
2010-05-05 01:00:00,retrain,0.10713601112365723,policy_trigger
2010-05-12 01:00:00,retrain,0.11598038673400879,policy_trigger
2010-05-19 01:00:00,retrain,0.11858582496643066,policy_trigger
2010-05-26 01:00:00,retrain,0.10921239852905273,policy_trigger
2010-06-02 01:00:00,retrain,0.1109476089477539,policy_trigger
2010-06-09 01:00:00,retrain,0.1081092357635498,policy_trigger
2010-06-16 01:00:00,retrain,0.1083822250366211,policy_trigger
2010-06-23 01:00:00,retrain,0.11048340797424316,policy_trigger
2010-06-30 01:00:00,retrain,0.10691547393798828,policy_trigger
